名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
ファイヤー(ガラルのすがた),181,122,最速,スカーフ,90,0,234
オオタチ,198,139,最速,スカーフ,90,0,234
ホウオウ,291,213,最速,スカーフ,90,0,234
ヤルキモノ,331,241,最速,スカーフ,90,0,234
ザングース,378,268,最速,スカーフ,90,0,234
カイオーガ,428,296,最速,スカーフ,90,0,234
グラードン,429,297,最速,スカーフ,90,0,234
ルカリオ,499,347,最速,スカーフ,90,0,234
ポリゴンZ,525,366,最速,スカーフ,90,0,234
ディアルガ(通常),539,380,最速,スカーフ,90,0,234
ディアルガ(オリジンフォルム),540,381,最速,スカーフ,90,0,234
ギラティナ(アナザーフォルム),545,386,最速,スカーフ,90,0,234
ギラティナ(オリジンフォルム),546,387,最速,スカーフ,90,0,234
ドレディア(原種),610,418,最速,スカーフ,90,0,234
レシラム,718,483,最速,スカーフ,90,0,234
ゼクロム,719,484,最速,スカーフ,90,0,234
ニャヒート,822,548,最速,スカーフ,90,0,234
ジメレオン,923,613,最速,スカーフ,90,0,234
アノホラグサ,1070,731,最速,スカーフ,90,0,234
ブロロローム,1090,750,最速,スカーフ,90,0,234
カラミンゴ,1097,757,最速,スカーフ,90,0,234
コノヨザル,1105,765,最速,スカーフ,90,0,234
サンドパン(アローラのすがた),32,17,準速,ゆきかき,65,2,234
サンドパン(原種),31,16,準速,すなかき,65,2,234
アメタマ,326,236,準速,すいすい,65,2,234
ウツドン,83,52,最速,ようりょくそ,55,2,234
ナッシー(原種),128,88,最速,ようりょくそ,55,2,234
コダック,65,40,最速,すいすい,55,2,234
ビビヨン,747,506,最速,スカーフ,89,0,232
ガブリアス,496,344,準速,スカーフ,102,0,231
ドロンチ,995,660,準速,スカーフ,102,0,231
ドリュウズ,591,408,最速,スカーフ,88,0,231
モモワロウ,1160,817,最速,スカーフ,88,0,231
ボルトロス(れいじゅうフォルム),717,482,準速,スカーフ,101,0,229
ランドロス(けしんフォルム),720,485,準速,スカーフ,101,0,229
デデンネ,785,525,準速,スカーフ,101,0,229
スナノケガワ,1116,775,準速,スカーフ,101,0,229
スナノケガワ,1116,775,準速,こだいかっせい,101,1,229
リザードン,5,5,準速,スカーフ,100,0,228
キュウコン(原種),43,22,準速,スカーフ,100,0,228
ドククラゲ,86,55,準速,スカーフ,100,0,228
ビリリダマ(原種),123,83,準速,スカーフ,100,0,228
ビリリダマ(ヒスイのすがた),124,84,準速,スカーフ,100,0,228
ケンタロス(パルデアのすがた(コンバット)),158,104,準速,スカーフ,100,0,228
ケンタロス(パルデアのすがた(ブレイズ)),159,105,準速,スカーフ,100,0,228
ケンタロス(パルデアのすがた(ウォーター)),160,106,準速,スカーフ,100,0,228
サンダー(原種),178,119,準速,スカーフ,100,0,228
サンダー(ガラルのすがた),179,120,準速,スカーフ,100,0,228
ミュウ,186,127,準速,スカーフ,100,0,228
バクフーン(原種),192,133,準速,スカーフ,100,0,228
エンテイ,285,207,準速,スカーフ,100,0,228
ケッキング,332,242,準速,スカーフ,100,0,228
フライゴン,373,263,準速,スカーフ,100,0,228
ボーマンダ,419,287,準速,スカーフ,100,0,228
ジラーチ,431,299,準速,スカーフ,100,0,228
ムクホーク,447,312,準速,スカーフ,100,0,228
パルキア(通常),541,382,準速,スカーフ,100,0,228
レジギガス,544,385,準速,スカーフ,100,0,228
マナフィ,549,390,準速,スカーフ,100,0,228
シェイミ(ランドフォルム),551,392,準速,スカーフ,100,0,228
ウルガモス,710,475,準速,スカーフ,100,0,228
キュワワー,866,586,準速,スカーフ,100,0,228
リククラゲ,1072,733,準速,スカーフ,100,0,228
イルカマン(マイティフォルム),1088,748,準速,スカーフ,100,0,228
イーユイ,1132,791,準速,スカーフ,100,0,228
サワムラー,133,90,最速,スカーフ,87,0,228
イダイナキバ,1111,770,最速,スカーフ,87,0,228
セグレイブ,1125,784,最速,スカーフ,87,0,228
イダイナキバ,1111,770,最速,こだいかっせい,87,1,228
キチキギス,1146,803,準速,スカーフ,99,0,226
ロトム(ヒート),531,372,最速,スカーフ,86,0,226
ロトム(ウォッシュ),532,373,最速,スカーフ,86,0,226
ロトム(フロスト),533,374,最速,スカーフ,86,0,226
ロトム(スピン),534,375,最速,スカーフ,86,0,226
ロトム(カット),535,376,最速,スカーフ,86,0,226
キラフロル,1094,754,最速,スカーフ,86,0,226
トロピウス,403,280,最速,ようりょくそ,51,2,226
バスラオ(しろすじ),614,421,準速,びびり,98,1,225
バスラオ(あかすじ),613,420,準速,スカーフ,98,0,225
バスラオ(しろすじ),614,421,準速,スカーフ,98,0,225
スワンナ,652,440,準速,スカーフ,98,0,225
サザンドラ,708,473,準速,スカーフ,98,0,225
テツノカシラ,1156,813,準速,スカーフ,98,0,225
テツノカシラ,1156,813,準速,クォークチャージ,98,1,225
ゴルダック,66,41,最速,スカーフ,85,0,225
シードラ,145,99,最速,スカーフ,85,0,225
フリーザー(原種),176,117,最速,スカーフ,85,0,225
エイパム,226,160,最速,スカーフ,85,0,225
ムウマ,238,171,最速,スカーフ,85,0,225
キリンリキ,241,172,最速,スカーフ,85,0,225
グライガー,245,176,最速,スカーフ,85,0,225
ハリーセン(原種),249,179,最速,スカーフ,85,0,225
ハリーセン(ヒスイのすがた),250,180,最速,スカーフ,85,0,225
ヘラクロス,253,182,最速,スカーフ,85,0,225
キングドラ,271,195,最速,スカーフ,85,0,225
オドシシ,275,199,最速,スカーフ,85,0,225
スイクン,286,208,最速,スカーフ,85,0,225
キャモメ,321,231,最速,スカーフ,85,0,225
バルビート,356,252,最速,スカーフ,85,0,225
イルミーゼ,357,253,最速,スカーフ,85,0,225
ブイゼル,469,325,最速,スカーフ,85,0,225
ドクロッグ,505,351,最速,スカーフ,85,0,225
クレセリア,547,388,最速,スカーフ,85,0,225
ダイケンキ(ヒスイのすがた),564,404,最速,スカーフ,85,0,225
ジャラランガ,887,597,最速,スカーフ,85,0,225
ゴリランダー,918,608,最速,スカーフ,85,0,225
ウッウ,951,630,最速,スカーフ,85,0,225
イエッサン(メスのすがた),985,654,最速,スカーフ,85,0,225
ジュラルドン,993,658,最速,スカーフ,85,0,225
バサギリ,1015,679,最速,スカーフ,85,0,225
ハリーマン,1021,685,最速,スカーフ,85,0,225
ウェーニバル,1032,696,最速,スカーフ,85,0,225
パモット,1041,705,最速,スカーフ,85,0,225
ソウブレイズ,1060,721,最速,スカーフ,85,0,225
マフィティフ,1066,727,最速,スカーフ,85,0,225
ブリジュラス,1151,808,最速,スカーフ,85,0,225
テラパゴス(テラスタルフォルム),1158,815,最速,スカーフ,85,0,225
テラパゴス(ステラフォルム),1159,816,最速,スカーフ,85,0,225
フシギソウ,1,1,準速,ようりょくそ,60,2,224
コノハナ,317,229,準速,ようりょくそ,60,2,224
タッツー,144,98,準速,すいすい,60,2,224
バルチャイ,702,469,準速,くだけるよろい,60,2,224
ラフレシア,51,28,最速,ようりょくそ,50,2,224
キレイハナ,218,152,最速,ようりょくそ,50,2,224
ハネッコ,223,157,最速,ようりょくそ,50,2,224
カプサイジ,1074,735,最速,ようりょくそ,50,2,224
ツンベアー,685,458,最速,ゆきかき,50,2,224
ユキワラシ,407,282,最速,ムラっけ,50,2,224
ハスブレロ,314,226,最速,すいすい,50,2,224
ツンベアー,685,458,最速,すいすい,50,2,224
ヤバチャ,961,636,最速,くだけるよろい,50,2,224
ラブカス,416,284,準速,スカーフ,97,0,223
オノノクス,683,456,準速,スカーフ,97,0,223
ゲコガシラ,737,499,準速,スカーフ,97,0,223
ソルガレオ,894,600,準速,スカーフ,97,0,223
ルナアーラ,895,601,準速,スカーフ,97,0,223
モルペコ,986,655,準速,スカーフ,97,0,223
ウーラオス(いちげきのかた),1004,668,準速,スカーフ,97,0,223
ウーラオス(れんげきのかた),1005,669,準速,スカーフ,97,0,223
スカタンク,486,336,最速,スカーフ,84,0,223
ヒノヤコマ,743,502,最速,スカーフ,84,0,223
アブリー,841,567,最速,スカーフ,84,0,223
サーフゴー,1128,787,最速,スカーフ,84,0,223
マルマイン(原種),125,85,最速,,150,0,222
マルマイン(ヒスイのすがた),126,86,最速,,150,0,222
デオキシス(ノーマルフォルム),432,300,最速,,150,0,222
バドレックス(こくばじょうのすがた),1012,676,最速,,150,0,222
ミミッキュ,881,593,準速,スカーフ,96,0,222
ブビィ,281,204,最速,スカーフ,83,0,222
ブーバーン,518,360,最速,スカーフ,83,0,222
ジャノビー,556,396,最速,スカーフ,83,0,222
ニャローテ,1025,689,最速,スカーフ,83,0,222
レジエレキ,1007,671,無振,,200,0,220
ザシアン(けんのおう),998,663,最速,,148,0,220
ウミディグダ,1083,744,準速,びびり,95,1,220
エレキブル,517,359,準速,でんきエンジン,95,1,220
ディグダ(原種),56,31,準速,スカーフ,95,0,220
オコリザル,68,43,準速,スカーフ,95,0,220
ウインディ(原種),71,46,準速,スカーフ,95,0,220
ゴースト,116,79,準速,スカーフ,95,0,220
フリーザー(ガラルのすがた),177,118,準速,スカーフ,95,0,220
バクフーン(ヒスイのすがた),193,134,準速,スカーフ,95,0,220
ヤンヤンマ,229,163,準速,スカーフ,95,0,220
ヘルガー,270,194,準速,スカーフ,95,0,220
エレキッド,280,203,準速,スカーフ,95,0,220
ジュプトル,294,215,準速,スカーフ,95,0,220
プラスル,354,250,準速,スカーフ,95,0,220
マイナン,355,251,準速,スカーフ,95,0,220
レックウザ,430,298,準速,スカーフ,95,0,220
パチリス,468,324,準速,スカーフ,95,0,220
エレキブル,517,359,準速,スカーフ,95,0,220
メガヤンマ,520,361,準速,スカーフ,95,0,220
リーフィア,521,362,準速,スカーフ,95,0,220
グライオン,523,364,準速,スカーフ,95,0,220
ユクシー,536,377,準速,スカーフ,95,0,220
メブキジカ,657,442,準速,スカーフ,95,0,220
キュレム(通常),722,487,準速,スカーフ,95,0,220
キュレム(ブラックキュレム),723,488,準速,スカーフ,95,0,220
キュレム(ホワイトキュレム),724,489,準速,スカーフ,95,0,220
イエッサン(オスのすがた),984,653,準速,スカーフ,95,0,220
バウッツェル,1047,711,準速,スカーフ,95,0,220
ウミディグダ,1083,744,準速,スカーフ,95,0,220
ヤンヤンマ,229,163,準速,かそく,95,1,220
メガヤンマ,520,361,準速,かそく,95,1,220
ガバイト,495,343,最速,スカーフ,82,0,220
ルガルガン(まよなかのすがた),845,571,最速,スカーフ,82,0,220
ドラメシヤ,994,659,最速,スカーフ,82,0,220
オトシドリ,1085,746,最速,スカーフ,82,0,220
シャリタツ(そったすがた),1102,762,最速,スカーフ,82,0,220
シャリタツ(たれたすがた),1103,763,最速,スカーフ,82,0,220
シャリタツ(のびたすがた),1104,764,最速,スカーフ,82,0,220
ラビフット,920,610,準速,スカーフ,94,0,219
デカヌチャン,1082,743,準速,スカーフ,94,0,219
ギャラドス,162,108,最速,スカーフ,81,0,219
ミロカロス,393,275,最速,スカーフ,81,0,219
モウカザル,440,305,最速,スカーフ,81,0,219
チヲハウハネ,1115,774,最速,スカーフ,81,0,219
チヲハウハネ,1115,774,最速,こだいかっせい,81,1,219
ブーバー,155,102,準速,スカーフ,93,0,217
オドリドリ(めらめらスタイル),837,563,準速,スカーフ,93,0,217
オドリドリ(ぱちぱちスタイル),838,564,準速,スカーフ,93,0,217
オドリドリ(ふらふらスタイル),839,565,準速,スカーフ,93,0,217
オドリドリ(まいまいスタイル),840,566,準速,スカーフ,93,0,217
エルレイド,526,367,最速,ふくつのこころ,80,1,217
コイキング,161,107,最速,びびり,80,1,217
フシギバナ,2,2,最速,スカーフ,80,0,217
リザード,4,4,最速,スカーフ,80,0,217
アーボック,25,10,最速,スカーフ,80,0,217
ゴース,115,78,最速,スカーフ,80,0,217
コイキング,161,107,最速,スカーフ,80,0,217
カイリュー,184,125,最速,スカーフ,80,0,217
メガニウム,189,130,最速,スカーフ,80,0,217
マグマラシ,191,132,最速,スカーフ,80,0,217
ポポッコ,224,158,最速,スカーフ,80,0,217
バシャーモ,298,219,最速,スカーフ,80,0,217
ダーテング,318,230,最速,スカーフ,80,0,217
サーナイト,325,235,最速,スカーフ,80,0,217
アメモース,327,237,最速,スカーフ,80,0,217
チャーレム,351,249,最速,スカーフ,80,0,217
ブーピッグ,369,260,最速,スカーフ,80,0,217
チルタリス,377,267,最速,スカーフ,80,0,217
ヒンバス,392,274,最速,スカーフ,80,0,217
オニゴーリ,408,283,最速,スカーフ,80,0,217
ムクバード,446,311,最速,スカーフ,80,0,217
フワライド,477,331,最速,スカーフ,80,0,217
マンムー,524,365,最速,スカーフ,80,0,217
エルレイド,526,367,最速,スカーフ,80,0,217
エムリット,537,378,最速,スカーフ,80,0,217
フィオネ,548,389,最速,スカーフ,80,0,217
シャンデラ,680,453,最速,スカーフ,80,0,217
ウォーグル(原種),700,467,最速,スカーフ,80,0,217
バルジーナ,703,470,最速,スカーフ,80,0,217
ヌメルゴン(原種),790,530,最速,スカーフ,80,0,217
ナゲツケサル,868,588,最速,スカーフ,80,0,217
バチンキー,917,607,最速,スカーフ,80,0,217
レジドラゴ,1008,672,最速,スカーフ,80,0,217
バドレックス(通常),1011,675,最速,スカーフ,80,0,217
コレクレー(とほフォルム),1126,785,最速,スカーフ,80,0,217
イイネイヌ,1144,801,最速,スカーフ,80,0,217
バシャーモ,298,219,最速,かそく,80,1,217
ハハコモリ,603,414,準速,スカーフ,92,0,216
ワルビアル,617,424,準速,スカーフ,92,0,216
ハギギシリ,882,594,準速,スカーフ,92,0,216
エクスレッグ,1039,703,準速,スカーフ,92,0,216
イキリンコ(グリーンフェザー),1051,715,準速,スカーフ,92,0,216
ネクロズマ,903,602,最速,スカーフ,79,0,216
ヤミカラス,235,168,準速,スカーフ,91,0,214
ネオラント,508,353,準速,スカーフ,91,0,214
ロトム(通常),530,371,準速,スカーフ,91,0,214
ランドロス(れいじゅうフォルム),721,486,準速,スカーフ,91,0,214
ウガツホムラ,1153,810,準速,スカーフ,91,0,214
ウガツホムラ,1153,810,準速,こだいかっせい,91,1,214
カメックス,8,8,最速,スカーフ,78,0,214
オーダイル,196,137,最速,スカーフ,78,0,214
イダイトウ(オスのすがた),1018,682,最速,スカーフ,78,0,214
イダイトウ(メスのすがた),1019,683,最速,スカーフ,78,0,214
ナカヌチャン,1081,742,最速,スカーフ,78,0,214
ウツドン,83,52,準速,ようりょくそ,55,2,214
ナッシー(原種),128,88,準速,ようりょくそ,55,2,214
コダック,65,40,準速,すいすい,55,2,214
ドラパルト,996,661,最速,,142,0,213
ルカリオ,499,347,準速,ふくつのこころ,90,1,213
